LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,Species2_eBird,Specimen.number,n_specimens
"Baroda, Gujarat",India,,,22.299405,73.208119,yes,Low(37),Unavailable,,"23,72,GUJARAT|Unavailable|Unavailable|Low(37),23,71.75,GUJARAT|Unavailable|Unavailable|Low(37),22.85,71.5,GUJARAT|Unavailable|Unavailable|Low(37),28.952544,77.838686,BARODA|Unavailable|Unavailable|Low(36),26.278114,76.621835,BARODA|Unavailable|Unavailable|Low(36),26.560391,76.940009,BARODA|Unavailable|Unavailable|Low(36),27.710195,77.181469,BARODA|Unavailable|Unavailable|Low(36),23.291038,79.755792,BARODA|Unavailable|Unavailable|Low(36),29.438472,76.208172,BARODA|Unavailable|Unavailable|Low(36),24.184638,77.873425,BARODA|Unavailable|Unavailable|Low(36),22.299405,73.208119,BARODA|Unavailable|Unavailable|Low(36),25.5,76.65,BARODA|Unavailable|Unavailable|Low(36),28.333558,77.989738,BARODA|Unavailable|Unavailable|Low(36),23.301978,73.016907,BARODA|Unavailable|Unavailable|Low(36),27.484325,76.869529,BARODA|Unavailable|Unavailable|Low(36),23.719936,78.703889,BARODA|Unavailable|Unavailable|Low(36),23.903004,74.056,BARODA|Unavailable|Unavailable|Low(36),21.296843,81.711701,BARODA|Unavailable|Unavailable|Low(36),23.220744,80.691291,BARODA|Unavailable|Unavailable|Low(36),25.861122,78.999188,BARODA|Unavailable|Unavailable|Low(36),22.674848,79.87346,BARODA|Unavailable|Unavailable|Low(36),22.853213,75.841668,BARODA|Unavailable|Unavailable|Low(36),23.301978,73.016907,BARODA|Unavailable|Unavailable|Low(36),22.522887,76.666821,BARODA|Unavailable|Unavailable|Low(36),22.878205,75.970264,BARODA|Unavailable|Unavailable|Low(36),25.698815,78.083513,BARODA|Unavailable|Unavailable|Low(36),23.486275,80.005001,BARODA|Unavailable|Unavailable|Low(36),24.544854,78.383394,BARODA|Unavailable|Unavailable|Low(36),27.484676,76.870136,BARODA|Unavailable|Unavailable|Low(36),24.003237,79.375099,BARODA|Unavailable|Unavailable|Low(36),23.347737,77.892679,BARODA|Unavailable|Unavailable|Low(36),24.224304,77.312497,BARODA|Unavailable|Unavailable|Low(36),23.119806,75.261799,BARODA|Unavailable|Unavailable|Low(36)",Pycnonotus leucotis,2748,1
"Fort Munro, Dera Ghazi Khan, Punjab",Pakistan,,,29.943501,69.96657,yes,Low(45),Unavailable,,"30.409945,70.446987,DERA GHAZI KHAN|Unavailable|Unavailable|Low(45),29.943501,69.96657,FORT MUNRO|Unavailable|Unavailable|Low(40),29.927368,69.988532,FORT MUNRO|Unavailable|Unavailable|Low(40),30.85,72.316667,PUNJAB|Unavailable|Unavailable|Low(36),30,74,PUNJAB|Unavailable|Unavailable|Low(36),29.173448,67.836002,GHAZI|Unavailable|Unavailable|Low(35),32.952856,74.334318,GHAZI|Unavailable|Unavailable|Low(35),27.413223,67.9738,DERA|Unavailable|Unavailable|Low(34),35.382133,74.079443,KHAN|Unavailable|Unavailable|Low(34),30.933333,72.766667,DERA|Unavailable|Unavailable|Low(34),31.427485,69.400892,DERA|Unavailable|Unavailable|Low(34),33.973947,73.280986,DERA|Unavailable|Unavailable|Low(34),33.682918,73.667722,DERA|Unavailable|Unavailable|Low(34),31.911386,74.208447,DERA|Unavailable|Unavailable|Low(34),33.847192,73.741222,DERA|Unavailable|Unavailable|Low(34),32.215091,74.417079,DERA|Unavailable|Unavailable|Low(34),27.55,67.983333,DERA|Unavailable|Unavailable|Low(34),33.945158,74.085651,DERA|Unavailable|Unavailable|Low(34),25.177159,69.268018,DERA|Unavailable|Unavailable|Low(34),30.251177,71.408234,DERA|Unavailable|Unavailable|Low(34),31.803774,74.203124,DERA|Unavailable|Unavailable|Low(34),31.438323,71.704063,KHAN|Unavailable|Unavailable|Low(34),25.394745,68.983993,KHAN|Unavailable|Unavailable|Low(34),30.98635,67.270986,KHAN|Unavailable|Unavailable|Low(34),30.960249,67.262433,KHAN|Unavailable|Unavailable|Low(34),33.460642,73.051555,DERA|Unavailable|Unavailable|Low(34),32.787376,73.118916,DERA|Unavailable|Unavailable|Low(34),29.537093,71.764686,KHAN|Unavailable|Unavailable|Low(34),26.633333,68.4,DERA|Unavailable|Unavailable|Low(34),34.271313,72.84634,DERA|Unavailable|Unavailable|Low(34),32.07152,74.014974,DERA|Unavailable|Unavailable|Low(34),33.712275,73.467573,DERA|Unavailable|Unavailable|Low(34),33.867457,73.151786,KHAN|Unavailable|Unavailable|Low(34)",Pycnonotus leucotis,1949.25.3378,1
"Kutch, Gujarat",India,,,23.583333,70,yes,Low(37),Unavailable,,"23,71.75,GUJARAT|Unavailable|Unavailable|Low(37),23,72,GUJARAT|Unavailable|Unavailable|Low(37),22.85,71.5,GUJARAT|Unavailable|Unavailable|Low(37),23.583333,70,KUTCH|Unavailable|Unavailable|Low(35),23.583333,70,KUTCH|Unavailable|Unavailable|Low(35),24.083,70.166,KUTCH|Unavailable|Unavailable|Low(35)",Pycnonotus leucotis,1938,1
"Jhang, Punjab","Pakistan, Pakistan, Pakistan",,,31.274171,72.320419,yes,,,,,Pycnonotus leucotis,"1949.Whi.1.14299, 1949.Whi.1.14297, 1949.Whi.1.14300",3
Multan,"Pakistan, Pakistan",,,30.183813,71.487518,yes,,,,,Pycnonotus leucotis,"16254, 16253",2
"Bharatpur, Rajasthan",India,,,27.215251,77.492786,yes,Low(39),Unavailable,,"27.431303,78.869191,BHARATPUR|Unavailable|Unavailable|Low(39),27.851568,78.483618,BHARATPUR|Unavailable|Unavailable|Low(39),25.202044,78.133317,BHARATPUR|Unavailable|Unavailable|Low(39),27.822109,78.758752,BHARATPUR|Unavailable|Unavailable|Low(39),25.218352,83.151516,BHARATPUR|Unavailable|Unavailable|Low(39),27.881379,77.960183,BHARATPUR|Unavailable|Unavailable|Low(39),27.606941,78.283068,BHARATPUR|Unavailable|Unavailable|Low(39),25.098032,83.07321,BHARATPUR|Unavailable|Unavailable|Low(39),27.215251,77.492786,BHARATPUR|Unavailable|Unavailable|Low(39),23.734881,81.777038,BHARATPUR|Unavailable|Unavailable|Low(39),27,77.5,BHARATPUR|Unavailable|Unavailable|Low(39),24.165422,78.908245,BHARATPUR|Unavailable|Unavailable|Low(39),29.819471,77.82658,BHARATPUR|Unavailable|Unavailable|Low(39),24.650569,76.475995,BHARATPUR|Unavailable|Unavailable|Low(39),26.583333,73.833333,RAJASTHAN|Unavailable|Unavailable|Low(39),29.563205,77.070954,BHARATPUR|Unavailable|Unavailable|Low(39),27.88102,79.753029,BHARATPUR|Unavailable|Unavailable|Low(39),25.734876,83.230539,BHARATPUR|Unavailable|Unavailable|Low(39),24.197294,81.062376,BHARATPUR|Unavailable|Unavailable|Low(39),25.050911,77.223887,BHARATPUR|Unavailable|Unavailable|Low(39),25.934728,80.524996,BHARATPUR|Unavailable|Unavailable|Low(39),25.732903,82.533044,BHARATPUR|Unavailable|Unavailable|Low(39),26.375655,79.804432,BHARATPUR|Unavailable|Unavailable|Low(39),25.436462,82.811429,BHARATPUR|Unavailable|Unavailable|Low(39),24.303247,81.360844,BHARATPUR|Unavailable|Unavailable|Low(39),16.741138,79.087519,BHARATPUR|Unavailable|Unavailable|Low(39),26.490042,79.519536,BHARATPUR|Unavailable|Unavailable|Low(39),27.674599,77.925171,BHARATPUR|Unavailable|Unavailable|Low(39),27.278011,79.018257,BHARATPUR|Unavailable|Unavailable|Low(39),21.815378,82.050156,BHARATPUR|Unavailable|Unavailable|Low(39),27.999285,77.690325,BHARATPUR|Unavailable|Unavailable|Low(39),22.978039,79.650808,BHARATPUR|Unavailable|Unavailable|Low(39),27.748815,78.722695,BHARATPUR|Unavailable|Unavailable|Low(39)",Pycnonotus leucotis,23358,1
"Canacona, Goa",India,,,15.016667,74.016667,no,Low(38),unavailable,,"15.016667,74.016667,CANACONA|Unavailable|Unavailable|Low(38),15.026975,74.046168,CANACONA|Unavailable|Unavailable|Low(38),15.501574,73.913146,GOA|Unavailable|Unavailable|Low(33),15.409269,73.788685,GOA|Unavailable|Unavailable|Low(33),32.448826,76.539889,GOA|Unavailable|Unavailable|Low(33),15.333333,74.08333,GOA|Unavailable|Unavailable|Low(33),24.602428,72.725831,GOA|Unavailable|Unavailable|Low(33),15.333,74.083,GOA|Unavailable|Unavailable|Low(33),15.4,73.8,GOA|Unavailable|Unavailable|Low(33),15.5,73.916667,GOA|Unavailable|Unavailable|Low(33),23.785769,84.315969,GOA|Unavailable|Unavailable|Low(33)",Pycnonotus luteolus,24106,1
"Gingee, Madras",India,,,12.25,79.416667,yes,Low(36),Unavailable,,"11,78.333333,MADRAS|Unavailable|Unavailable|Low(36),12.252824,79.417274,GINGEE|Unavailable|Unavailable|Low(36),13.084622,80.248357,MADRAS|Unavailable|Unavailable|Low(36),13,80.25,MADRAS|Unavailable|Unavailable|Low(36),13.084286,80.276314,MADRAS|Unavailable|Unavailable|Low(36),11.882568,79.786223,GINGEE|Unavailable|Unavailable|Low(36),13,80.25,MADRAS|Unavailable|Unavailable|Low(36),12.25,79.416667,GINGEE|Unavailable|Unavailable|Low(36),13.083333,80.283333,MADRAS|Unavailable|Unavailable|Low(36),11,78,MADRAS|Unavailable|Unavailable|Low(36),13.081389,80.277222,MADRAS|Unavailable|Unavailable|Low(36)",Pycnonotus luteolus,1937.12.21.246,1
"Konta, Bastar",India,,,17.810176,81.382535,yes,Low(36),Unavailable,,"25.255316,81.989908,BASTAR|Unavailable|Unavailable|Low(36),19.203062,81.92959,BASTAR|Unavailable|Unavailable|Low(36),19.2,81.933333,BASTAR|Unavailable|Unavailable|Low(36),19.25,81.25,BASTAR|Unavailable|Unavailable|Low(36),19.25,81.25,BASTAR|Unavailable|Unavailable|Low(36),17.810176,81.382535,KONTA|Unavailable|Unavailable|Low(35),23.49674,76.452869,KONTA|Unavailable|Unavailable|Low(35),29.209243,79.672693,KONTA|Unavailable|Unavailable|Low(35),18.642245,82.690846,KONTA|Unavailable|Unavailable|Low(35),17.8,81.383333,KONTA|Unavailable|Unavailable|Low(35)",Pycnonotus luteolus,16303,1
"Kurumbapatti, Salem Dist.",India,,,11.585784,77.870455,yes,Low(42),Unavailable,,"10.939361,78.59785,KURUMBAPATTI|Unavailable|Unavailable|Low(42),11.585784,77.870455,KURUMBAPATTI|Unavailable|Unavailable|Low(42),10.423541,77.49645,KURUMBAPATTI|Unavailable|Unavailable|Low(42),10.544928,78.652854,KURUMBAPATTI|Unavailable|Unavailable|Low(42),10.547691,78.707227,KURUMBAPATTI|Unavailable|Unavailable|Low(42),12.111085,78.582592,KURUMBAPATTI|Unavailable|Unavailable|Low(42),12.431681,78.193631,KURUMBAPATTI|Unavailable|Unavailable|Low(42),11.108814,78.532228,KURUMBAPATTI|Unavailable|Unavailable|Low(42),12,78,SALEM|Unavailable|Unavailable|Low(35),11.653755,78.15538,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35),11.666667,78.1,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35),11.65,78.166667,SALEM|Unavailable|Unavailable|Low(35),12,78,SALEM|Unavailable|Unavailable|Low(35),11.670093,78.114093,SALEM|Unavailable|Unavailable|Low(35),11.088501,78.042285,SALEM|Unavailable|Unavailable|Low(35)",Pycnonotus luteolus,1937.12.21.245,1
Madras,India,,,13.084622,80.248357,no,High(81),unavailable,,"13.084622,80.248357,MADRAS|Unavailable|Unavailable|High(81),11,78.333333,MADRAS|Unavailable|Unavailable|High(81),13,80.25,MADRAS|Unavailable|Unavailable|High(81),13.084286,80.276314,MADRAS|Unavailable|Unavailable|High(81),13.083333,80.283333,MADRAS|Unavailable|Unavailable|High(81),13,80.25,MADRAS|Unavailable|Unavailable|High(81),11,78,MADRAS|Unavailable|Unavailable|High(81),13.081389,80.277222,MADRAS|Unavailable|Unavailable|High(81)",Pycnonotus luteolus,86.9.1.2056,1
Odisha,"India, India",,,20.297942,84.214604,yes,,,,,Pycnonotus luteolus,"25808, 16306",2
"Ooty, TN",India,,,11.41138,76.702695,no,Low(34),unavailable,,"11.41138,76.702695,OOTY|Unavailable|Unavailable|Low(34),11.4,76.7,OOTY|Unavailable|Unavailable|Low(34)",Pycnonotus luteolus,16300,1
"Palkonda Hills, Madras",India,,,14.252225,78.839865,yes,Low(44),Unavailable,,"14.100038,79.071518,PALKONDA HILLS|Unavailable|Unavailable|Low(44),13.886996,79.13593,PALKONDA HILLS|Unavailable|Unavailable|Low(44),14.304138,78.613743,PALKONDA HILLS|Unavailable|Unavailable|Low(44),14.291882,78.393188,PALKONDA HILLS|Unavailable|Unavailable|Low(44),14.083333,79.083333,PALKONDA HILLS|Unavailable|Unavailable|Low(44),14.252225,78.839865,PALKONDA HILLS|Unavailable|Unavailable|Low(44),18.603742,83.755679,PALKONDA|Unavailable|Unavailable|Low(38),14.490836,77.998385,PALKONDA|Unavailable|Unavailable|Low(38),18.027314,82.492173,PALKONDA|Unavailable|Unavailable|Low(38),18.247453,81.791693,PALKONDA|Unavailable|Unavailable|Low(38),18.866065,83.803464,PALKONDA|Unavailable|Unavailable|Low(38),11,78.333333,MADRAS|Unavailable|Unavailable|Low(36),13.084286,80.276314,MADRAS|Unavailable|Unavailable|Low(36),13,80.25,MADRAS|Unavailable|Unavailable|Low(36),13.084622,80.248357,MADRAS|Unavailable|Unavailable|Low(36),13.081389,80.277222,MADRAS|Unavailable|Unavailable|Low(36),13.083333,80.283333,MADRAS|Unavailable|Unavailable|Low(36),13,80.25,MADRAS|Unavailable|Unavailable|Low(36),11,78,MADRAS|Unavailable|Unavailable|Low(36)",Pycnonotus luteolus,1949.Whi.1.14312,1
"Salem, TN",India,,,11.653755,78.15538,no,Low(35),unavailable,,"11.653755,78.15538,SALEM|Unavailable|Unavailable|Low(35),11.670093,78.114093,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35),12,78,SALEM|Unavailable|Unavailable|Low(35),11.088501,78.042285,SALEM|Unavailable|Unavailable|Low(35),11.65,78.166667,SALEM|Unavailable|Unavailable|Low(35),12,78,SALEM|Unavailable|Unavailable|Low(35),11.666667,78.1,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35)",Pycnonotus luteolus,2074,1
"Seshachalam, AP",India,,,14.315329,78.230006,yes,,,,,Pycnonotus luteolus,2077,1
Asbestos mountains,South Africa,,,-28.833333,23.166667,no,High(93),unavailable,,"-28.833333,23.166667,ASBESTOS MOUNTAINS|Unavailable|Unavailable|High(93)",Pycnonotus nigricans,B/2095,1
MODDERT RIVER,South Africa,,,-29.02643,24.634973,yes,,,,,Pycnonotus nigricans,B/2092,1
"Orange river, north bank",South Africa,,,-29.668666,24.207505,yes,Low(42),Unavailable,,"-28.633464,16.451479,ORANGE RIVER|Unavailable|Unavailable|Low(42),-29.668666,24.207505,ORANGE RIVER|Unavailable|Unavailable|Low(42),-30.533333,27.066667,ORANGE RIVER|Unavailable|Unavailable|Low(42),-29.416787,25.268873,ORANGE|Unavailable|Unavailable|Low(36),-28.474014,30.413904,ORANGE|Unavailable|Unavailable|Low(36),-28.633464,16.451479,ORANGE|Unavailable|Unavailable|Low(36),-26.311827,27.512137,BANK|Unavailable|Unavailable|Low(34)",Pycnonotus nigricans,B/2093,1
"Ohiya, Sri Lanka","Sri Lanka, Sri Lanka, Sri Lanka",,,6.818971,80.844582,yes,,,,,Pycnonotus penicillatus,"1940.12.3.39, 1940.12.3.41, 1940.12.3.38",3
"Horton Plains, Sri Lanka","Sri Lanka, Sri Lanka",,,6.800989,80.801323,yes,,,,,Pycnonotus penicillatus,"20862, 1969.41.435",2
"LABUAN, SABAH, BORNEO",Malaysia,,,5.280278,115.2475,yes,Low(36),Unavailable,,"1,114,BORNEO|Unavailable|Unavailable|Low(36),4,115,BORNEO|Unavailable|Unavailable|Low(36),4.48448,118.625983,LABUAN|Unavailable|Unavailable|Low(36),5.280278,115.2475,LABUAN|Unavailable|Unavailable|Low(36),5.333333,115.2,LABUAN|Unavailable|Unavailable|Low(36),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",Pycnonotus plumosus,B/10318,1
"LUMBIDAN, SABAH, BORNEO",Malaysia,,,5.347614,115.555534,yes,Low(36),Unavailable,,"1,114,BORNEO|Unavailable|Unavailable|Low(36),4,115,BORNEO|Unavailable|Unavailable|Low(36),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",Pycnonotus plumosus,B/10319,1
PENANG HILL,Malaysia,,,5.433333,100.266667,no,High(86),unavailable,,"5.433333,100.266667,PENANG HILL|Unavailable|Unavailable|High(86)",Pycnonotus plumosus,B/10313,1
SINGAPORE,Singapore,,,1.3667,103.8,no,High(84),unavailable,,"1.3667,103.8,SINGAPORE|Unavailable|Unavailable|High(84),1.2833,103.85,SINGAPORE|Unavailable|Unavailable|High(84),1.366667,103.8,SINGAPORE|Unavailable|Unavailable|High(84),1.366,103.8,SINGAPORE|Unavailable|Unavailable|High(84),1.293056,103.855833,SINGAPORE|Unavailable|Unavailable|High(84),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69)",Pycnonotus plumosus,B/10312,1
"Bintulu, Sarawak",Malaysia,,,3.166667,113.033333,yes,Low(37),Unavailable,,"3,113.333333,BINTULU|Unavailable|Unavailable|Low(37),3.166667,113.033333,BINTULU|Unavailable|Unavailable|Low(37),3.333333,113.166667,BINTULU|Unavailable|Unavailable|Low(37),1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37),2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),2.083333,111.416667,ULU SARA|Unavailable|Unavailable|Low(25)",Pycnonotus simplex,1876.7.28.30,1
KUALA LUMPUR,Malaysia,,,3.166667,101.7,no,High(87),unavailable,,"3.166667,101.7,KUALA LUMPUR|Unavailable|Unavailable|High(87),3.116667,101.683333,KUALA LUMPUR|Unavailable|Unavailable|High(87),3.1667,101.7,KUALA LUMPUR|Unavailable|Unavailable|High(87)",Pycnonotus simplex,B/10320,1
"MT ENSUAN, SABAH, CENTRAL N BORNEO","Malaysia, Malaysia",,,5.927989,117.159043,yes,,,,,Pycnonotus simplex,"1956.60.307, 1956.60.308",2
"RIVER TINJAR, MT.DULIT, SARAWAK",Malaysia,,,3.392565,114.172109,yes,Low(37),,,"2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37)",Pycnonotus simplex,1935.10.22.375,1
"Canton Island, Phoenix Islands",China,,,23.116667,113.25,yes,Low(36),Unavailable,,"23.116667,113.25,CANTON|Unavailable|Unavailable|Low(36),23.5,113.25,CANTON|Unavailable|Unavailable|Low(36)",Pycnonotus sinensis,1910.5.2.356,1
"Fujian, S. China","China, China",,,25.980543,117.928802,yes,,,,,Pycnonotus sinensis,"1900.1.18.420, 1905 12.24-536",2
Fuzhou,"China, China",,,26.043178,119.295913,yes,,,,,Pycnonotus sinensis,"98.10.2.130, 1903.7-3.135",2
Konang-Tcheou-Wan,"China, China",,,21.197542,110.414153,yes,,,,,Pycnonotus sinensis,"1935.10.23.452, 1935.10.23.451",2
"Seven Finger Range, Central Hainan",China,,,18.71631,109.703613,yes,Low(37),Unavailable,,"28.5,86,CENTRAL|Unavailable|Unavailable|Low(37),33.0427,119.982,HAINAN|Unavailable|Unavailable|Low(36),44.5657,129.49,HAINAN|Unavailable|Unavailable|Low(36),34.98,116.542,HAINAN|Unavailable|Unavailable|Low(36),19.25,109.75,HAINAN|Unavailable|Unavailable|Low(36),23.053864,113.223395,HAINAN|Unavailable|Unavailable|Low(36),18.939444,109.484167,HAINAN|Unavailable|Unavailable|Low(36),47.232,126.979,HAINAN|Unavailable|Unavailable|Low(36),39.445452,106.891317,HAINAN|Unavailable|Unavailable|Low(36),27.788646,102.307174,HAINAN|Unavailable|Unavailable|Low(36),31.887878,121.179504,HAINAN|Unavailable|Unavailable|Low(36),32.491667,120.455556,HAINAN|Unavailable|Unavailable|Low(36),39.445452,106.891317,HAINAN|Unavailable|Unavailable|Low(36),27.7986,102.309,HAINAN|Unavailable|Unavailable|Low(36),35.81725,100.340527,HAINAN|Unavailable|Unavailable|Low(36),32.494324,120.454529,HAINAN|Unavailable|Unavailable|Low(36),19,109.5,HAINAN|Unavailable|Unavailable|Low(36),30.7453,101.348,RANGE|Unavailable|Unavailable|Low(35)",Pycnonotus sinensis,1909.8.30.57,1
Andhra Pradesh,India,,,15.833333,79.75,yes,High(89),Unavailable,,"16,79,ANDHRA PRADESH|Unavailable|Unavailable|High(89),15.833333,79.75,ANDHRA PRADESH|Unavailable|Unavailable|High(89)",Pycnonotus xantholaemus,2061,1
"Chitteri hills, Salem, Tamil Nadu",India,,,11.895612,78.500376,yes,Low(44),,,"11.895612,78.500376,CHITTERI HILLS|Unavailable|Unavailable|Low(44),11.833333,78.483333,CHITTERI HILLS|Unavailable|Unavailable|Low(44),11,78.333333,TAMIL NADU|Unavailable|Unavailable|Low(40),11,78,TAMIL NADU|Unavailable|Unavailable|Low(40),11.47135,79.646071,CHITTERI|Unavailable|Unavailable|Low(38),10.627694,79.470853,CHITTERI|Unavailable|Unavailable|Low(38),11.651707,79.028247,CHITTERI|Unavailable|Unavailable|Low(38),12.638604,79.297987,CHITTERI|Unavailable|Unavailable|Low(38),11.890636,78.51027,CHITTERI|Unavailable|Unavailable|Low(38),13.089555,78.340705,CHITTERI|Unavailable|Unavailable|Low(38),11.539462,78.919815,CHITTERI|Unavailable|Unavailable|Low(38),11.670093,78.114093,SALEM|Unavailable|Unavailable|Low(35),12,78,SALEM|Unavailable|Unavailable|Low(35),11.653755,78.15538,SALEM|Unavailable|Unavailable|Low(35),12,78,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35),11.65,78.166667,SALEM|Unavailable|Unavailable|Low(35),15.7,73.916667,SALEM|Unavailable|Unavailable|Low(35),11.088501,78.042285,SALEM|Unavailable|Unavailable|Low(35),11.666667,78.1,SALEM|Unavailable|Unavailable|Low(35),12.853164,74.996978,NADU|Unavailable|Unavailable|Low(34)",Pycnonotus xantholaemus,1937.12.21.243,1
"Horsely Hills, Tamil Nadu",India,,,13.648348,78.399622,yes,Low(40),,,"11,78.333333,TAMIL NADU|Unavailable|Unavailable|Low(40),11,78,TAMIL NADU|Unavailable|Unavailable|Low(40),12.853164,74.996978,NADU|Unavailable|Unavailable|Low(34)",Pycnonotus xantholaemus,2062,1
"Thondebhavi, Mysore","India, India",,,13.499681,77.517554,yes,,,,,Pycnonotus xantholaemus,"1949.Whi.1.14343, 1949.Whi.1.14344",2
W of Nellore,India,,,14.345051,79.483713,yes,Low(37),,,"14.083333,79.583333,NELLORE|Unavailable|Unavailable|Low(37),14.449918,79.986967,NELLORE|Unavailable|Unavailable|Low(37),14.433333,79.966667,NELLORE|Unavailable|Unavailable|Low(37)",Pycnonotus xantholaemus,86.9.1.2168,1
Gulf of Oman,Oman,,,23.602077,58.254917,yes,High(72),,,"24.700928,58.681152,(g3)Gulf of Oman|Unavailable|321402|High(72)",Pycnonotus xanthopygos,98.5.16.49,1
"Hila Seinun, Arabia",Saudi Arabia,,,26.603203,37.923603,yes,Low(36),,,"25,45,ARABIA|Unavailable|Unavailable|Low(36),25,45,ARABIA|Unavailable|Unavailable|Low(36)",Pycnonotus xanthopygos,1937.6.5.101,1
"Ila Tarim, Arabia",Yemen,,,16.048217,49.008289,yes,Low(36),,,"25,45,ARABIA|Unavailable|Unavailable|Low(36),25,45,ARABIA|Unavailable|Unavailable|Low(36),27.9,35.4,TARIM|Unavailable|Unavailable|Low(35)",Pycnonotus xanthopygos,1937.6.5.109,1
Oman,Oman,,,21,57,no,High(79),unavailable,,"21,57,OMAN|Unavailable|Unavailable|High(79),22.666667,57.5,OMAN|Unavailable|Unavailable|High(79),21,57,OMAN|Unavailable|Unavailable|High(79),22.163691,57.984857,OMAN|Unavailable|Unavailable|High(79)",Pycnonotus xanthopygos,27618,1
Rokba,"Saudi Arabia, Saudi Arabia",,,25.167992,45.798047,yes,,,,,Pycnonotus xanthopygos,"1938.10.18.34, 1938.10.18.33",2
UAE,United Arab Emirates,,,23.63983,54.068864,yes,,,,,Pycnonotus xanthopygos,1977-18-23,1
Hail,Saudi Arabia,,,27.5167,41.6833,yes,High(79),Unavailable,,"27.437555,41.690081,HAIL|Unavailable|Unavailable|High(79),27.5167,41.6833,HAIL|Unavailable|Unavailable|High(79)",Pycnonotus xanthopygos,1939.6.5.-101,1
Chapa Tonkin,"Vietnam, Vietnam, Vietnam",,,22.353181,103.873428,yes,,,,,Pycnonotus xanthorrhous,"1930.7.16.234, 1930.7.16.233, 1930.7.16.232",3
Ngan-Whei Province,China,,,31.106972,117.848037,yes,,,,,Pycnonotus xanthorrhous,1914.5.6.604,1
"LAWAS, SARAWAK, N.E BORNEO","Malaysia, Malaysia",,,4.828528,115.404266,yes,,,,,Setornis criniger,"B/10348, B/10347",2
"LUMBIDAN, SABAH, BORNEO","Malaysia, Malaysia",,,5.366437,115.533699,yes,,,,,Setornis criniger,"B/10350, B/10349",2
Pan Thabat,Myanmmar,,,23.829409,94.557365,yes,,,,,Spizixos canifrons,1984,1
Pimri Bau,India,,,24.545258,93.770001,yes,Low(33),,,"32.722894,74.88313,BAU|Unavailable|Unavailable|Low(33)",Spizixos canifrons,1986,1
"Milati, Yunnan","China, China",,,24.411865,103.395398,yes,,,,,Spizixos canifrons,"1923.3.10.60, 1923.3.10.61",2
Yunnan Province,"China, China",,,24.239177,101.332372,yes,,,,,Spizixos canifrons,"1914.5.6.676, 1914.5.6.675",2
Chapa Tonkin,"Vietnam, Vietnam, Vietnam",,,22.344082,103.849614,yes,,,,,Spizixos semitorques,"1930.7.16.229, 1930.7.16.230, 1930..7.16.231",3
Kweichow Province,China,,,27.095236,106.551221,yes,,,,,Spizixos semitorques,1914.5.6.680,1
"Basutur, Fernando Po",Equatorial Guinea,,,3.718455,8.685924,yes,Low(41),,,"3.5,8.7,FERNANDO PO|Unavailable|Unavailable|Low(41),3.5,8.7,FERNANDO PO|Unavailable|Unavailable|Low(41)",Stelgidillas gracilirostris,1903.2.14.21,1
"Bantabare, Bioko","Equatorial Guinea, Equatorial Guinea",,,3.430015,8.792096,yes,,,,,Stelgidillas gracilirostris,"1904.6.22.164, 1904.6.22.166",2
"Dikume, Rumpi-Hills, Westkamerun",Cameroon,,,4.916618,9.236381,yes,Low(24),,,"6,12,KAMERUN|Unavailable|Unavailable|Low(24)",Stelgidillas gracilirostris,1968-791,1
"Kupe, Westkamerun",Cameroon,,,4.7571,9.6854,yes,Low(34),Unavailable,,"4.7571,9.6854,KUPE|Unavailable|Unavailable|Low(34),6,12,KAMERUN|Unavailable|Unavailable|Low(24)",Stelgidillas gracilirostris,1968-792,1
"Near Rebola, Fernando Po",Equatorial Guinea,,,3.716667,8.833333,no,Medium(51),unavailable,,"3.716667,8.833333,Near REBOLA|Unavailable|Unavailable|Medium(51)",Stelgidillas gracilirostris,1911.12.23.1761,1
San Carlos,"Equatorial Guinea, Equatorial Guinea",,,3.457474,8.553825,yes,,,,,Stelgidillas gracilirostris,"1963-992, 1963-993",2
